source_id,title,institution,date,url,tier,notes
S13,SNGPL faces severe liquidity crisis as power sector dues reach Rs148.5bn,Profit by Pakistan Today,2025-02-11,https://profit.pakistantoday.com.pk/2025/02/11/sngpl-faces-severe-liquidity-crisis-as-power-sector-dues-reach-rs148-5bn/,Tier-1 journalism,"Via WebSearch synthesis only — VERIFY. Earliest data point in the 2025 receivables timeline (C016)."
S14,SNGPL faces Rs 114 billion liquidity crisis due to unpaid dues from power sector,Profit by Pakistan Today,2025-12-05,https://profit.pakistantoday.com.pk/2025/12/05/sngpl-faces-rs-114-billion-liquidity-crisis-due-to-unpaid-dues-from-power-sector/,Tier-1 journalism,"Via WebSearch synthesis only — VERIFY. Dec 2025 data point in the 2025 receivables timeline (C016)."
S15,SNGPL says receivables hit alarming level of Rs114.287bn,Business Recorder,2025-12,https://www.brecorder.com/news/40395892,Tier-1 journalism,"Direct fetch not attempted. Via WebSearch synthesis only — VERIFY. Corroborates S14's exact figure."
S16,SNGPL faces financial turmoil with Rs148.5 billion in outstanding dues from power sector,HUM News English,2025-02,https://humenglish.com/business/sngpl-faces-financial-turmoil-with-rs148-5-billion-in-outstanding-dues-from-power-sector/,Tier-1 journalism,"Via WebSearch synthesis only — VERIFY. Corroborates S13."
S17,SNGPL unable to repay Rs50 billion loan as its circular debt burden hits Rs819 billion,Profit by Pakistan Today,2026-06-30,https://profit.pakistantoday.com.pk/2026/06/30/sngpl-unable-to-repay-rs50-billion-loan-as-its-circular-debt-burden-hits-rs819-billion,Tier-1 journalism,"Direct fetch returned HTTP 403. Via WebSearch synthesis only — VERIFY. Origin of the Rs819bn / Rs50bn loan figures, corroborated by S18-S19."
S18,SNGPL Faces Rs. 819 Billion Burden Due To Delayed Gas Price Hikes,ProPakistani,2026-06-30,https://propakistani.pk/2026/06/30/sngpl-faces-rs-819-billion-burden-due-to-delayed-gas-price-hikes/,Tier-1 journalism,"Direct fetch returned HTTP 403. Via WebSearch synthesis only — VERIFY. Corroborates S17."
S19,SNGPL Seeks Extension of Sovereign Guarantee as Gas Sector Receivables Surge to Rs819 Billion,EnergyUpdate.com.pk,2026-06-30,https://www.energyupdate.com.pk/2026/06/30/sngpl-seeks-extension-of-sovereign-guarantee-as-gas-sector-receivables-surge-to-rs819-billion/,Tier-1 journalism (energy trade press),"Via WebSearch synthesis only — VERIFY. Corroborates S17-S18."
S20,SNGPL Gets Fresh Lifeline as Govt Extends Rs. 50 Billion Loan Guarantee,ProPakistani,2026-07-13,https://propakistani.pk/2026/07/13/sngpl-gets-fresh-lifeline-as-govt-extends-rs-50-billion-loan-guarantee/,Tier-1 journalism,"Via WebSearch synthesis only — VERIFY. Sovereign guarantee extended to June 2027."
S21,Petroleum Division Seeks Payment Plan Over SNGPL Gas Dues,Profit by Pakistan Today,2026-08-17,https://profit.pakistantoday.com.pk/2026/08/17/petroleum-division-seeks-payment-plan-from-power-division-over-sngpls-gas-dues,Tier-1 journalism,"Direct fetch returned HTTP 403. Via WebSearch synthesis only — VERIFY. Most recent item found on the Power-Division/SNGPL payment-plan story; no confirmation the LDPL case or broader receivables issue is resolved as of this date."
S22,Govt hires audit firm to develop plan for tackling Rs2.8 trillion gas sector circular debt,Profit by Pakistan Today,2025-06-05,https://profit.pakistantoday.com.pk/2025/06/05/govt-hires-audit-firm-to-develop-plan-for-tackling-rs2-8-trillion-gas-sector-circular-debt/,Tier-1 journalism,"Via WebSearch synthesis only — VERIFY. Origin of the GCDMP / KPMG engagement story."
S23,KE seeks SIFC support to resolve ICP issue,Business Recorder,2026,https://www.brecorder.com/news/amp/40435662,Tier-1 journalism,"Via WebSearch synthesis only — VERIFY. Source for the K-Electric/NEPRA Incremental Consumption Package dispute detail."
S24,Circular Debt and Electricity Tariffs: Unequal Burdens across Household Quintiles in Pakistan,Pakistan Institute of Development Economics (PIDE),n.d.,https://file.pide.org.pk/pdfpideresearch/kb-135-circular-debt-and-electricity-tariffs-unequal-burdens-across-household-quintiles-in-pakistan.pdf,Secondary (research institute),"Identified via search, not yet fetched or read. Candidate for strengthening the 'who pays' dimension of Part 4 in a follow-up pass."
S25,NEPRA tariff notification SRO 1287(I)/2025,National Electric Power Regulatory Authority (NEPRA),2025-07-18,https://www.nepra.org.pk/tariff/Tariff/Notifications/2025/07%20Jul/SRO%201287%20(I)%202025%2018-07-2025.pdf,Primary,"Identified via search, not yet fetched or read. Candidate primary regulatory document for the K-Electric/ICP dispute detail."
S26,Circular Debt Impact on Power Sector Investment,Asian Development Bank (ADB),n.d.,https://www.adb.org/sites/default/files/linked-documents/53165-002-ld-03.pdf,Primary (multilateral),"Identified via search, not yet fetched or read. Candidate for structural/historical context on circular debt's investment impact."
S27,Circular debt (general orientation only — not citable),Wikipedia,n.d.,https://en.wikipedia.org/wiki/Circular_debt,Discarded,"Used only for the researcher's own orientation on the topic. Not used as a source for any claim in this brief."
S28,Pakistan's Circular Debt Crisis: CSS Exam Guide,cssprep.com.pk,n.d.,https://cssprep.com.pk/pakistan-circular-debt-energy-crisis/,Discarded,"Exam-prep aggregator site, not a primary or journalistic source. Discarded, not used for any claim."
